Expedient,date,denomination,class-id,image,url                                                                                                                                                                                                                
2091310,22/08/2018,EVALUACIÓN DE NUEVA GENERACIÓN,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091310                                                                                                                   
2091312,13/08/2018,MAGNACRETO,1,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091312                                                                                                                                        
2091313,22/08/2018,PSICOMETRICOS.COM,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091313                                                                                                                                
2091316,22/08/2018,ERGONOMIX,10,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091316                                                                                                                                        
2091317,22/08/2018,CONTRATA POR COMPETENCIAS,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091317                                                                                                                        
2091318,22/08/2018,BLUSEAL,10,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091318                                                                                                                                          
2091320,22/08/2018,SILKSURFACE,10,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091320                                                                                                                                      
2091321,22/08/2018,DESCUBRE TUS COMPETENCIAS,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091321                                                                                                                        
2091325,22/08/2018,MOTIVAMINT,10,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091325                                                                                                                                       
2091328,22/08/2018,MOTIVALMAGINE,9,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091328                                                                                                                                     
2091329,22/08/2018,REYES ROSIÑOL,42,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091329                                                                                                                                    
2091330,22/08/2018,REYES ROSIÑOL,37,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091330                                                                                                                                    
2091331,22/08/2018,MOTIVALMAGINE,44,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091331                                                                                                                                    
2091332,22/08/2018,SMOOTHSILK,10,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091332                                                                                                                                       
2091333,22/08/2018,CIL CONGRESO INTERNACIONAL DEL LIMÓN,41,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091333                                                                                                             
2091335,22/08/2018,QID,9,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091335                                                                                                                                               
2091337,22/08/2018,TRUEFIXATION,10,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091337                                                                                                                                     
2091339,22/08/2018,TOOKYLAND,28,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091339                                                                                                                                        
2091344,22/08/2018,MOTIVA,10,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091344                                                                                                                                           
2091348,22/08/2018,BIOPLAST,16,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091348                                                                                                                                         
2091349,22/08/2018,INMOINN,36,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091349                                                                                                                                          
2091350,22/08/2018,ONNE MANAGMENT & HOUSEKEEPING,36,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091350                                                                                                                    
2091351,22/08/2018,BIOANGUI,16,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091351                                                                                                                                         
2091352,22/08/2018,ANGUIBIO,16,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091352                                                                                                                                         
2091354,22/08/2018,ONNE MANAGMENT & HOUSEKEEPING,37,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091354                                                                                                                    
2091362,22/08/2018,DRIVE THE MIND,45,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091362                                                                                                                                   
2091364,22/08/2018,DE HECHO,38,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091364                                                                                                                                         
2091368,22/08/2018,OG,28,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091368                                                                                                                                               
2091370,22/08/2018,AVENTARTE,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091370                                                                                                                                        
2091371,22/08/2018,SRP,9,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091371                                                                                                                                               
2091380,22/08/2018,COFIX BAR,43,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091380                                                                                                                                        
2091382,22/08/2018,SUPER COFIX,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091382                                                                                                                                      
2091384,22/08/2018,COFIX,43,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091384                                                                                                                                            
2091385,22/08/2018,COFIZZ,43,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091385                                                                                                                                           
2091388,22/08/2018,HASEL,9,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091388                                                                                                                                             
2091390,22/08/2018,HASEL,42,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091390                                                                                                                                            
2091391,22/08/2018,HASEL,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091391                                                                                                                                            
2091392,22/08/2018,TAUBER,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091392                                                                                                                                           
2091410,22/08/2018,NIXRULE,18,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091410                                                                                                                                          
2091416,22/08/2018,AVX ANTENNA,9,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091416                                                                                                                                       
2091424,22/08/2018,FRAGANZA Y AROMAS,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091424                                                                                                                                
2091427,22/08/2018,TREN MAYA,41,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091427                                                                                                                                        
2091428,22/08/2018,CONGRESO NACIONAL LECHERO,41,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091428                                                                                                                        
2091431,22/08/2018,CENTRAL CERO,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091431                                                                                                                                     
2091438,22/08/2018,ENCHANTED PRINCESS,39,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091438                                                                                                                               
2091439,22/08/2018,NONPLUS,32,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091439                                                                                                                                          
2091440,22/08/2018,NONPLUS,33,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091440                                                                                                                                          
2091441,22/08/2018,WKUP,5,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091441                                                                                                                                              
2091445,22/08/2018,WKUP,30,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091445                                                                                                                                             
2091447,22/08/2018,JOLÍN JOLÁ,43,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091447                                                                                                                                       
2091450,22/08/2018,DESIERTO FILMS,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091450                                                                                                                                   
2091452,22/08/2018,VINALE,32,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091452                                                                                                                                           
2091453,22/08/2018,PALL MALL EXPERIENCE,34,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091453                                                                                                                             
2091459,22/08/2018,LA PANERA,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091459                                                                                                                                        
2091470,22/08/2018,LASSY,5,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091470                                                                                                                                             
2091473,22/08/2018,IRMA PASTELERIAS,43,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091473                                                                                                                                 
2091474,22/08/2018,PARTY ACCELERATOR,9,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091474                                                                                                                                 
2091475,22/08/2018,TURBOSHOT 3D,7,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091475                                                                                                                                      
2091480,22/08/2018,TWE-TWE-TWE-TWEEE, STEEEREN,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091480                                                                                                                      
2091485,22/08/2018,TWE-TWE-TWE-TWEEE, STEEEREN,9,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091485                                                                                                                       
2091487,22/08/2018,RX PRAXOMINE,5,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091487                                                                                                                                      
2091488,22/08/2018,EQUIPLEX RED CELL GENERATOR,5,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091488                                                                                                                       
2091491,22/08/2018,TURBOSHOT 3D,11,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091491                                                                                                                                     
2091508,22/08/2018,HOLLAND,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091508                                                                                                                                          
2091510,22/08/2018,HOLLAND,5,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091510                                                                                                                                           
2091511,22/08/2018,HOLLAND,3,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091511                                                                                                                                           
2091512,22/08/2018,CFCTIVO,36,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091512                                                                                                                                          
2091513,22/08/2018,MICOPLEX,3,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091513                                                                                                                                          
2091514,22/08/2018,MICOPLEX,5,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091514                                                                                                                                          
2091515,22/08/2018,RXSPECTRUM,5,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091515                                                                                                                                        
2091516,22/08/2018,BACTODERM,5,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091516                                                                                                                                         
2091517,22/08/2018,CFCTIVO NEGOCIO,36,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091517                                                                                                                                  
2091518,22/08/2018,FELIMUNE,5,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091518                                                                                                                                          
2091519,22/08/2018,COMMERCIAL ELECTRIC,9,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091519                                                                                                                               
2091520,22/08/2018,CFCTIVO PERSONAL,36,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091520                                                                                                                                 
2091522,22/08/2018,IBPM SUPPLY CHAIN OF TALENT,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091522                                                                                                                      
2091523,22/08/2018,CFCTIVO CONVENIO,36,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091523                                                                                                                                 
2091526,22/08/2018,CFCTIVO EMPRESARIAL,36,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091526                                                                                                                              
2091537,22/08/2018,GRAN CAPRICHO,33,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091537                                                                                                                                    
2091539,22/08/2018,MONTE PERSEA,29,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091539                                                                                                                                     
2091545,22/08/2018,ÜLS,14,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091545                                                                                                                                              
2091546,22/08/2018,MALEGRA,33,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091546                                                                                                                                          
2091549,22/08/2018,FESTIVAL MUNDIAL DEL FOLCLORE, FOLK-MEX,41,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091549                                                                                                          
2091550,22/08/2018,JAAPSA,17,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091550                                                                                                                                           
2091552,22/08/2018,LAKESIDE,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091552                                                                                                                                         
2091553,22/08/2018,LAKESIDE,31,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091553                                                                                                                                         
2091554,22/08/2018,ESCUELA LIBRE DE DERECHO,41,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091554                                                                                                                         
2091557,22/08/2018,ACTIA,9,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091557                                                                                                                                             
2091558,22/08/2018,TASTE & TRUST,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091558                                                                                                                                    
2091562,22/08/2018,HEALTHIEST COMPANY,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091562                                                                                                                               
2091566,22/08/2018,TASTE & TRUST,29,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091566                                                                                                                                    
2091570,22/08/2018,VITALITY ACTIVE REWARDS,9,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091570                                                                                                                           
2091571,22/08/2018,OLA ABOGADOS,45,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091571                                                                                                                                     
2091573,22/08/2018,VITALITY ACTIVE REWARDS,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091573                                                                                                                          
2091575,22/08/2018,VITALITY ACTIVE REWARDS,36,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091575                                                                                                                          
2091581,22/08/2018,MADRELOTE, EL WHISKEY DE MEXICO,33,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091581                                                                                                                  
2091580,22/08/2018,CORONA CERO,32,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091580                                                                                                                                      
2091583,22/08/2018,URBANIA,9,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091583                                                                                                                                           
2091585,22/08/2018,URBANIA,16,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091585                                                                                                                                          
2091590,22/08/2018,URBANIA,21,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091590                                                                                                                                          
2091591,22/08/2018,NIOD,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091591                                                                                                                                             
2091592,22/08/2018,ACUARELA,43,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091592                                                                                                                                         
2091593,22/08/2018,URBANIA,39,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091593                                                                                                                                          
2091594,22/08/2018,ACUARELA,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091594                                                                                                                                         
2091595,22/08/2018,BETTER BUSINESS FOR CHILDREN,36,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091595                                                                                                                     
2091598,22/08/2018,BETTER BUSINESS FOR CHILDREN,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091598                                                                                                                     
2091602,22/08/2018,MAGNOLIA, CIUDAD DE ADULTOS,43,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091602                                                                                                                      
2091606,22/08/2018,CENTRO BEAUTÉ,44,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091606                                                                                                                                    
2091617,22/08/2018,SANTO GRIAL,33,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091617                                                                                                                                      
2091618,22/08/2018,ECCENTRIC DONKEY,39,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091618                                                                                                                                 
2091620,22/08/2018,ECCENTRIC DONKEY,35,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091620                                                                                                                                 
2091621,22/08/2018,ECCENTRIC DONKEY,21,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091621                                                                                                                                 
2091622,22/08/2018,ECCENTRIC DONKEY,18,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091622                                                                                                                                 
2091623,22/08/2018,ECCENTRIC DONKEY,16,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091623                                                                                                                                 
2091624,22/08/2018,ECCENTRIC DONKEY,9,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091624                                                                                                                                  
2091630,22/08/2018,BABY LIPS BY GAZÓ,44,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091630                                                                                                                                
2010416,20/07/2018,CORPORATIVO PROGRAFICO, S.A. DE C.V.,40,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODAzMw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=D&id=20180868554                                                      
1856311,05/07/2018,TAKON MACHINE,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODAzNA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=D&id=20180865745                                                                             
2091195,22/08/2018,AGENDA PARTNER,42,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODAzNQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091195                                                                      
2091196,22/08/2018,DREAM MAKERS SOLUTIONS,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODAzNg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091196                                                              
2091198,22/08/2018,,30,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODAzNw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091198                                                                                    
2091199,22/08/2018,MIL COSTUMBRES,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODAzOA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091199                                                                      
2091200,22/08/2018,MIL COSTUMBRES,43,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODAzOQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091200                                                                      
2091202,08/08/2018,SPEZIA,36,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODA0MA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091202                                                                              
2091203,22/08/2018,STELA AZUL,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODA0MQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091203                                                                          
2091204,08/08/2018,WARM UP FITNESS,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODA0Mg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091204                                                                     
2091205,09/08/2018,EL BERRACO,43,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODA0Mw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091205                                                                          
2091206,09/08/2018,ADAPTA,37,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODA0NA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091206                                                                              
2091207,22/08/2018,TENNIS PRO,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODA0NQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091207                                                                          
2091208,09/08/2018,MALECAS OUTFIT,25,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODA0Ng==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091208                                                                      
2091209,09/08/2018,WE R MAD VESTIMENTA URBANA,25,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODA0Nw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091209                                                          
2091210,09/08/2018,MAS GASOLINERAS,37,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODA0OA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091210                                                                     
2091211,09/08/2018,INDITELCOM,38,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODA0OQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091211                                                                          
2091212,09/08/2018,LA ETNIA TATTOO,44,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODA1MA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091212                                                                     
2091213,09/08/2018,SULTANTUNER,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODA1MQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091213                                                                         
2091214,09/08/2018,SKULL & BONES CO.,25,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODA1Mg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091214                                                                   
